,tid,country,unit,target,project_name,wiki,megawatts,status,financer,financer_type,source,source_iso,source_lat,source_lng,finance_type,era,close_year,dollars,epc,sponsor,parent,subnational,target_lat,target_lng,target_country_lat,target_country_lng
312,G104950,Guatemala,Jaguar Energy power station Unit 1,Jaguar Energy power station,Jaguar Energy power station,https://www.gem.wiki/Jaguar_Energy_power_station,150,operating,Mercom Bank,Privately-owned commercial institution,Barbados,BB,13.193887,-59.543198,loan,closed,2010.0,,,Jaguar Energy Guatemala,AEI (Ashmore Energy International),,14.11072,-90.7227,15.783470999999999,-90.23075899999999
313,G104950,Guatemala,Jaguar Energy power station Unit 1,Jaguar Energy power station,Jaguar Energy power station,https://www.gem.wiki/Jaguar_Energy_power_station,150,operating,Protecciones,Privately-owned commercial institution,Guatemala,GT,15.783470999999999,-90.23075899999999,loan,closed,2010.0,17750000.0,,Jaguar Energy Guatemala,AEI (Ashmore Energy International),,14.11072,-90.7227,15.783470999999999,-90.23075899999999
314,G104950,Guatemala,Jaguar Energy power station Unit 1,Jaguar Energy power station,Jaguar Energy power station,https://www.gem.wiki/Jaguar_Energy_power_station,150,operating,Transcom,Privately-owned commercial institution,Sweden,SE,60.128161,18.643501,loan,closed,2010.0,,,Jaguar Energy Guatemala,AEI (Ashmore Energy International),,14.11072,-90.7227,15.783470999999999,-90.23075899999999
315,G104950,Guatemala,Jaguar Energy power station Unit 1,Jaguar Energy power station,Jaguar Energy power station,https://www.gem.wiki/Jaguar_Energy_power_station,150,operating,Westrust Bank,Privately-owned commercial institution,the Bahamas,BS,25.03428,-77.39628,loan,closed,2010.0,,,Jaguar Energy Guatemala,AEI (Ashmore Energy International),,14.11072,-90.7227,15.783470999999999,-90.23075899999999
316,G104951,Guatemala,Jaguar Energy power station Unit 2,Jaguar Energy power station,Jaguar Energy power station,https://www.gem.wiki/Jaguar_Energy_power_station,150,operating,Ashmore Energy International,Privately-owned commercial institution,United States,US,37.09024,-95.712891,equity,closed,2010.0,104000000.0,,Jaguar Energy Guatemala,AEI (Ashmore Energy International),,14.11072,-90.7227,15.783470999999999,-90.23075899999999
317,G104951,Guatemala,Jaguar Energy power station Unit 2,Jaguar Energy power station,Jaguar Energy power station,https://www.gem.wiki/Jaguar_Energy_power_station,150,operating,Banco Agromercantil,Privately-owned commercial institution,Guatemala,GT,15.783470999999999,-90.23075899999999,loan,closed,2010.0,,,Jaguar Energy Guatemala,AEI (Ashmore Energy International),,14.11072,-90.7227,15.783470999999999,-90.23075899999999
318,G104951,Guatemala,Jaguar Energy power station Unit 2,Jaguar Energy power station,Jaguar Energy power station,https://www.gem.wiki/Jaguar_Energy_power_station,150,operating,Banco Centroamericano de Integracion Economica,Governmental policy institution,Honduras,HN,15.199998999999998,-86.241905,loan,closed,2010.0,42250000.0,,Jaguar Energy Guatemala,AEI (Ashmore Energy International),,14.11072,-90.7227,15.783470999999999,-90.23075899999999
319,G104951,Guatemala,Jaguar Energy power station Unit 2,Jaguar Energy power station,Jaguar Energy power station,https://www.gem.wiki/Jaguar_Energy_power_station,150,operating,Banco General,Privately-owned commercial institution,Panama,PA,8.537981,-80.782127,loan,closed,2010.0,29000000.0,,Jaguar Energy Guatemala,AEI (Ashmore Energy International),,14.11072,-90.7227,15.783470999999999,-90.23075899999999
320,G104951,Guatemala,Jaguar Energy power station Unit 2,Jaguar Energy power station,Jaguar Energy power station,https://www.gem.wiki/Jaguar_Energy_power_station,150,operating,Banco GyT Continental,Privately-owned commercial institution,El Salvador,SV,13.794185,-88.89653,loan,closed,2010.0,,,Jaguar Energy Guatemala,AEI (Ashmore Energy International),,14.11072,-90.7227,15.783470999999999,-90.23075899999999
321,G104951,Guatemala,Jaguar Energy power station Unit 2,Jaguar Energy power station,Jaguar Energy power station,https://www.gem.wiki/Jaguar_Energy_power_station,150,operating,Banco Industrial,Privately-owned commercial institution,Guatemala,GT,15.783470999999999,-90.23075899999999,loan,closed,2010.0,,,Jaguar Energy Guatemala,AEI (Ashmore Energy International),,14.11072,-90.7227,15.783470999999999,-90.23075899999999
322,G104951,Guatemala,Jaguar Energy power station Unit 2,Jaguar Energy power station,Jaguar Energy power station,https://www.gem.wiki/Jaguar_Energy_power_station,150,operating,Banco Internacional de Comercio S.A. (BICSA),Government-owned commercial institution,Costa Rica,CR,9.748917,-83.753428,loan,closed,2010.0,,,Jaguar Energy Guatemala,AEI (Ashmore Energy International),,14.11072,-90.7227,15.783470999999999,-90.23075899999999
323,G104951,Guatemala,Jaguar Energy power station Unit 2,Jaguar Energy power station,Jaguar Energy power station,https://www.gem.wiki/Jaguar_Energy_power_station,150,operating,Banco Reformador,Privately-owned commercial institution,Guatemala,GT,15.783470999999999,-90.23075899999999,loan,closed,2010.0,,,Jaguar Energy Guatemala,AEI (Ashmore Energy International),,14.11072,-90.7227,15.783470999999999,-90.23075899999999
324,G104951,Guatemala,Jaguar Energy power station Unit 2,Jaguar Energy power station,Jaguar Energy power station,https://www.gem.wiki/Jaguar_Energy_power_station,150,operating,Bancolombia,Privately-owned commercial institution,Colombia,CO,4.570868,-74.297333,loan,closed,2010.0,42250000.0,,Jaguar Energy Guatemala,AEI (Ashmore Energy International),,14.11072,-90.7227,15.783470999999999,-90.23075899999999
325,G104951,Guatemala,Jaguar Energy power station Unit 2,Jaguar Energy power station,Jaguar Energy power station,https://www.gem.wiki/Jaguar_Energy_power_station,150,operating,China Machine New Energy Corporation,Privately-owned commercial institution,China,CN,35.86166,104.195397,loan,closed,2010.0,100000000.0,,Jaguar Energy Guatemala,AEI (Ashmore Energy International),,14.11072,-90.7227,15.783470999999999,-90.23075899999999
326,G104951,Guatemala,Jaguar Energy power station Unit 2,Jaguar Energy power station,Jaguar Energy power station,https://www.gem.wiki/Jaguar_Energy_power_station,150,operating,Grupo SURA,Privately-owned commercial institution,Colombia,CO,4.570868,-74.297333,loan,closed,2010.0,16250000.0,,Jaguar Energy Guatemala,AEI (Ashmore Energy International),,14.11072,-90.7227,15.783470999999999,-90.23075899999999
327,G104951,Guatemala,Jaguar Energy power station Unit 2,Jaguar Energy power station,Jaguar Energy power station,https://www.gem.wiki/Jaguar_Energy_power_station,150,operating,GTC Bank,Privately-owned commercial institution,Guatemala,GT,15.783470999999999,-90.23075899999999,loan,closed,2010.0,,,Jaguar Energy Guatemala,AEI (Ashmore Energy International),,14.11072,-90.7227,15.783470999999999,-90.23075899999999
328,G104951,Guatemala,Jaguar Energy power station Unit 2,Jaguar Energy power station,Jaguar Energy power station,https://www.gem.wiki/Jaguar_Energy_power_station,150,operating,HSBC,Privately-owned commercial institution,United Kingdom,GB,55.378051,-3.435973,loan,closed,2010.0,29000000.0,,Jaguar Energy Guatemala,AEI (Ashmore Energy International),,14.11072,-90.7227,15.783470999999999,-90.23075899999999
329,G104951,Guatemala,Jaguar Energy power station Unit 2,Jaguar Energy power station,Jaguar Energy power station,https://www.gem.wiki/Jaguar_Energy_power_station,150,operating,Mercom Bank,Privately-owned commercial institution,Barbados,BB,13.193887,-59.543198,loan,closed,2010.0,,,Jaguar Energy Guatemala,AEI (Ashmore Energy International),,14.11072,-90.7227,15.783470999999999,-90.23075899999999
330,G104951,Guatemala,Jaguar Energy power station Unit 2,Jaguar Energy power station,Jaguar Energy power station,https://www.gem.wiki/Jaguar_Energy_power_station,150,operating,Protecciones,Privately-owned commercial institution,Guatemala,GT,15.783470999999999,-90.23075899999999,loan,closed,2010.0,17750000.0,,Jaguar Energy Guatemala,AEI (Ashmore Energy International),,14.11072,-90.7227,15.783470999999999,-90.23075899999999
331,G104951,Guatemala,Jaguar Energy power station Unit 2,Jaguar Energy power station,Jaguar Energy power station,https://www.gem.wiki/Jaguar_Energy_power_station,150,operating,Transcom,Privately-owned commercial institution,Sweden,SE,60.128161,18.643501,loan,closed,2010.0,,,Jaguar Energy Guatemala,AEI (Ashmore Energy International),,14.11072,-90.7227,15.783470999999999,-90.23075899999999
332,G104951,Guatemala,Jaguar Energy power station Unit 2,Jaguar Energy power station,Jaguar Energy power station,https://www.gem.wiki/Jaguar_Energy_power_station,150,operating,Westrust Bank,Privately-owned commercial institution,the Bahamas,BS,25.03428,-77.39628,loan,closed,2010.0,,,Jaguar Energy Guatemala,AEI (Ashmore Energy International),,14.11072,-90.7227,15.783470999999999,-90.23075899999999
333,G107820,India,Adani Godda power station Unit 1,Adani Godda power station,Adani Godda power station,https://www.gem.wiki/Paraspani_power_station,800,construction,Adani Group,Privately-owned commercial institution,,,,,equity,closed,2019.0,101500000.0,SEPCO-3,Adani Power,Adani Group,,24.82786,87.21368000000001,20.593684,78.96288
334,G107820,India,Adani Godda power station Unit 1,Adani Godda power station,Adani Godda power station,https://www.gem.wiki/Paraspani_power_station,800,construction,Power Finance Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2019.0,350000000.0,SEPCO-3,Adani Power,Adani Group,,24.82786,87.21368000000001,20.593684,78.96288
335,G107820,India,Adani Godda power station Unit 1,Adani Godda power station,Adani Godda power station,https://www.gem.wiki/Paraspani_power_station,800,construction,Rural Electrification Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2019.0,350000000.0,SEPCO-3,Adani Power,Adani Group,,24.82786,87.21368000000001,20.593684,78.96288
336,G107821,India,Adani Godda power station Unit 2,Adani Godda power station,Adani Godda power station,https://www.gem.wiki/Paraspani_power_station,800,construction,Adani Group,Privately-owned commercial institution,,,,,equity,closed,2019.0,101500000.0,SEPCO-3,Adani Power,Adani Group,,24.82786,87.21368000000001,20.593684,78.96288
337,G107821,India,Adani Godda power station Unit 2,Adani Godda power station,Adani Godda power station,https://www.gem.wiki/Paraspani_power_station,800,construction,Power Finance Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2019.0,350000000.0,SEPCO-3,Adani Power,Adani Group,,24.82786,87.21368000000001,20.593684,78.96288
338,G107821,India,Adani Godda power station Unit 2,Adani Godda power station,Adani Godda power station,https://www.gem.wiki/Paraspani_power_station,800,construction,Rural Electrification Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2019.0,350000000.0,SEPCO-3,Adani Power,Adani Group,,24.82786,87.21368000000001,20.593684,78.96288
339,G100041,India,Aditya Aluminium power station Unit 1,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,Hindalco Industries Ltd,Privately-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2012.0,89042409.0,,Hindalco Industries Ltd,Aditya Birla Group,,21.740070000000003,84.06059,20.593684,78.96288
340,G100041,India,Aditya Aluminium power station Unit 1,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,Industrial Development Bank of India (IDBI),Governmental policy institution,India,IN,20.593684,78.96288,loan,closed,2012.0,56499338.0,,Hindalco Industries Ltd,Aditya Birla Group,,21.740070000000003,84.06059,20.593684,78.96288
341,G100041,India,Aditya Aluminium power station Unit 1,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2012.0,56499338.0,,Hindalco Industries Ltd,Aditya Birla Group,,21.740070000000003,84.06059,20.593684,78.96288
342,G100042,India,Aditya Aluminium power station Unit 2,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,Hindalco Industries Ltd,Privately-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2012.0,89042409.0,,Hindalco Industries Ltd,Aditya Birla Group,,21.740070000000003,84.06059,20.593684,78.96288
343,G100042,India,Aditya Aluminium power station Unit 2,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,Industrial Development Bank of India (IDBI),Governmental policy institution,India,IN,20.593684,78.96288,loan,closed,2012.0,56499338.0,,Hindalco Industries Ltd,Aditya Birla Group,,21.740070000000003,84.06059,20.593684,78.96288
344,G100042,India,Aditya Aluminium power station Unit 2,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2012.0,56499338.0,,Hindalco Industries Ltd,Aditya Birla Group,,21.740070000000003,84.06059,20.593684,78.96288
345,G100043,India,Aditya Aluminium power station Unit 3,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,Hindalco Industries Ltd,Privately-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2012.0,89042409.0,,Hindalco Industries Ltd,Aditya Birla Group,,21.740070000000003,84.06059,20.593684,78.96288
346,G100043,India,Aditya Aluminium power station Unit 3,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,Industrial Development Bank of India (IDBI),Governmental policy institution,India,IN,20.593684,78.96288,loan,closed,2012.0,56499338.0,,Hindalco Industries Ltd,Aditya Birla Group,,21.740070000000003,84.06059,20.593684,78.96288
347,G100043,India,Aditya Aluminium power station Unit 3,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2012.0,56499338.0,,Hindalco Industries Ltd,Aditya Birla Group,,21.740070000000003,84.06059,20.593684,78.96288
348,G100044,India,Aditya Aluminium power station Unit 4,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,Hindalco Industries Ltd,Privately-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2012.0,89042409.0,,Hindalco Industries Ltd,Aditya Birla Group,,21.740070000000003,84.06059,20.593684,78.96288
349,G100044,India,Aditya Aluminium power station Unit 4,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,Industrial Development Bank of India (IDBI),Governmental policy institution,India,IN,20.593684,78.96288,loan,closed,2012.0,56499338.0,,Hindalco Industries Ltd,Aditya Birla Group,,21.740070000000003,84.06059,20.593684,78.96288
350,G100044,India,Aditya Aluminium power station Unit 4,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2012.0,56499338.0,,Hindalco Industries Ltd,Aditya Birla Group,,21.740070000000003,84.06059,20.593684,78.96288
351,G100045,India,Aditya Aluminium power station Unit 5,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,Hindalco Industries Ltd,Privately-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2012.0,89042409.0,,Hindalco Industries Ltd,Aditya Birla Group,,21.740070000000003,84.06059,20.593684,78.96288
352,G100045,India,Aditya Aluminium power station Unit 5,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,Industrial Development Bank of India (IDBI),Governmental policy institution,India,IN,20.593684,78.96288,loan,closed,2012.0,56499338.0,,Hindalco Industries Ltd,Aditya Birla Group,,21.740070000000003,84.06059,20.593684,78.96288
353,G100045,India,Aditya Aluminium power station Unit 5,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2012.0,56499338.0,,Hindalco Industries Ltd,Aditya Birla Group,,21.740070000000003,84.06059,20.593684,78.96288
354,G100046,India,Aditya Aluminium power station Unit 6,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,Hindalco Industries Ltd,Privately-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2012.0,89042409.0,,Hindalco Industries Ltd,Aditya Birla Group,,21.740070000000003,84.06059,20.593684,78.96288
355,G100046,India,Aditya Aluminium power station Unit 6,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,Industrial Development Bank of India (IDBI),Governmental policy institution,India,IN,20.593684,78.96288,loan,closed,2012.0,56499338.0,,Hindalco Industries Ltd,Aditya Birla Group,,21.740070000000003,84.06059,20.593684,78.96288
356,G100046,India,Aditya Aluminium power station Unit 6,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2012.0,56499338.0,,Hindalco Industries Ltd,Aditya Birla Group,,21.740070000000003,84.06059,20.593684,78.96288
357,G100166,India,"Amravati Thermal Power Project Phase I, Unit 1",Amravati Thermal Power Project,Amravati Thermal Power Project,https://www.gem.wiki/Amravati_Thermal_Power_Project,270,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2015.0,7568000.0,,RattanIndia Power Ltd,RattanIndia Power,,21.08032,77.90124,20.593684,78.96288
358,G100167,India,"Amravati Thermal Power Project Phase I, Unit 2",Amravati Thermal Power Project,Amravati Thermal Power Project,https://www.gem.wiki/Amravati_Thermal_Power_Project,270,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2015.0,7568000.0,,RattanIndia Power Ltd,RattanIndia Power,,21.08032,77.90124,20.593684,78.96288
359,G100168,India,"Amravati Thermal Power Project Phase I, Unit 3",Amravati Thermal Power Project,Amravati Thermal Power Project,https://www.gem.wiki/Amravati_Thermal_Power_Project,270,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2015.0,7568000.0,,RattanIndia Power Ltd,RattanIndia Power,,21.08032,77.90124,20.593684,78.96288
360,G100169,India,"Amravati Thermal Power Project Phase I, Unit 4",Amravati Thermal Power Project,Amravati Thermal Power Project,https://www.gem.wiki/Amravati_Thermal_Power_Project,270,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2015.0,7568000.0,,RattanIndia Power Ltd,RattanIndia Power,,21.08032,77.90124,20.593684,78.96288
361,G100170,India,"Amravati Thermal Power Project Phase I, Unit 5",Amravati Thermal Power Project,Amravati Thermal Power Project,https://www.gem.wiki/Amravati_Thermal_Power_Project,270,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2015.0,7568000.0,,RattanIndia Power Ltd,RattanIndia Power,,21.08032,77.90124,20.593684,78.96288
362,G100212,India,Angul I power station (Derang) Unit 1,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,Bank of Baroda,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,18105000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
363,G100212,India,Angul I power station (Derang) Unit 1,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,Canara Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,9105000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
364,G100212,India,Angul I power station (Derang) Unit 1,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,Central Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,18105000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
365,G100212,India,Angul I power station (Derang) Unit 1,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,Indian Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,9105000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
366,G100212,India,Angul I power station (Derang) Unit 1,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,Indian Overseas Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,18105000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
367,G100212,India,Angul I power station (Derang) Unit 1,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,Punjab & Sind Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,9105000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
368,G100212,India,Angul I power station (Derang) Unit 1,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,Punjab National Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,33830000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
369,G100212,India,Angul I power station (Derang) Unit 1,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,State Bank of Bikaner & Jaipur,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,8795000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
370,G100212,India,Angul I power station (Derang) Unit 1,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,State Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,44180000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
371,G100212,India,Angul I power station (Derang) Unit 1,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,State Bank of Mysore,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,10760000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
372,G100212,India,Angul I power station (Derang) Unit 1,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,State Bank of Patiala,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,8795000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
373,G100212,India,Angul I power station (Derang) Unit 1,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,UCO Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,18105000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
374,G100212,India,Angul I power station (Derang) Unit 1,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,United Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,21935000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
375,G100212,India,Angul I power station (Derang) Unit 1,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,Vijaya Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,9105000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
376,G100213,India,Angul I power station (Derang) Unit 2,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,Bank of Baroda,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,18105000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
377,G100213,India,Angul I power station (Derang) Unit 2,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,Canara Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,9105000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
378,G100213,India,Angul I power station (Derang) Unit 2,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,Central Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,18105000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
379,G100213,India,Angul I power station (Derang) Unit 2,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,Indian Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,9105000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
380,G100213,India,Angul I power station (Derang) Unit 2,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,Indian Overseas Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,18105000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
381,G100213,India,Angul I power station (Derang) Unit 2,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,Punjab & Sind Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,9105000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
382,G100213,India,Angul I power station (Derang) Unit 2,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,Punjab National Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,33830000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
383,G100213,India,Angul I power station (Derang) Unit 2,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,State Bank of Bikaner & Jaipur,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,8795000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
384,G100213,India,Angul I power station (Derang) Unit 2,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,State Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,44180000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
385,G100213,India,Angul I power station (Derang) Unit 2,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,State Bank of Mysore,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,10760000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
386,G100213,India,Angul I power station (Derang) Unit 2,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,State Bank of Patiala,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,8795000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
387,G100213,India,Angul I power station (Derang) Unit 2,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,UCO Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,18105000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
388,G100213,India,Angul I power station (Derang) Unit 2,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,United Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,21935000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
389,G100213,India,Angul I power station (Derang) Unit 2,Angul power station,Angul power station,https://www.gem.wiki/Angul_power_station,600,operating,Vijaya Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,9105000.0,,Jindal India Thermal Power Ltd,Jindal Group,,21.12704,84.98055,20.593684,78.96288
390,G100230,India,Angul Steel power station Unit 3,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,HDFC Bank,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
