,tid,country,unit,target,project_name,wiki,megawatts,status,financer,financer_type,source,source_iso,source_lat,source_lng,finance_type,era,close_year,dollars,epc,sponsor,parent,subnational,target_lat,target_lng,target_country_lat,target_country_lng
3179,G101094,South Korea,Bukpyung power station Unit 1,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,Korea Development Bank,Governmental policy institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,38250000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3180,G101094,South Korea,Bukpyung power station Unit 1,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,Korean Federation of Community Credit Cooperatives,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,37000000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3181,G101094,South Korea,Bukpyung power station Unit 1,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,Kyobo Life Insurance,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,36000000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3182,G101094,South Korea,Bukpyung power station Unit 1,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,Lotte Insurance,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,35500000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3183,G101094,South Korea,Bukpyung power station Unit 1,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,National Pension Service,Governmental policy institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,37000000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3184,G101094,South Korea,Bukpyung power station Unit 1,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,NongHyup Life Insurance,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,59000000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3185,G101094,South Korea,Bukpyung power station Unit 1,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,Samsung Fire & marine Insurance,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,63000000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3186,G101094,South Korea,Bukpyung power station Unit 1,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,Samsung Life Insurance,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,94500000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3187,G101094,South Korea,Bukpyung power station Unit 1,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,Samsung Life Insurance,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,4500000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3188,G101094,South Korea,Bukpyung power station Unit 1,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,Woori Bank,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,35000000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3189,G101095,South Korea,Bukpyung power station Unit 2,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,Busan Bank,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,13500000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3190,G101095,South Korea,Bukpyung power station Unit 2,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,DB Insurance,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,44000000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3191,G101095,South Korea,Bukpyung power station Unit 2,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,Hana Bank,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,35500000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3192,G101095,South Korea,Bukpyung power station Unit 2,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,Hanwha Life Insurance,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,31500000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3193,G101095,South Korea,Bukpyung power station Unit 2,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,Heungkuk Fire & Marine Insurance,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,14450000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3194,G101095,South Korea,Bukpyung power station Unit 2,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,Heungkuk Life Insurance,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,44850000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3195,G101095,South Korea,Bukpyung power station Unit 2,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,Industrial Bank of Korea,Government-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,37000000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3196,G101095,South Korea,Bukpyung power station Unit 2,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,KDB Life Insurance,Government-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,71000000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3197,G101095,South Korea,Bukpyung power station Unit 2,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,Korea Development Bank,Governmental policy institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,38250000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3198,G101095,South Korea,Bukpyung power station Unit 2,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,Korean Federation of Community Credit Cooperatives,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,37000000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3199,G101095,South Korea,Bukpyung power station Unit 2,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,Kyobo Life Insurance,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,36000000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3200,G101095,South Korea,Bukpyung power station Unit 2,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,Lotte Insurance,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,35500000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3201,G101095,South Korea,Bukpyung power station Unit 2,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,National Pension Service,Governmental policy institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,37000000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3202,G101095,South Korea,Bukpyung power station Unit 2,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,NongHyup Life Insurance,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,59000000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3203,G101095,South Korea,Bukpyung power station Unit 2,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,Samsung Fire & marine Insurance,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,63000000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3204,G101095,South Korea,Bukpyung power station Unit 2,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,Samsung Life Insurance,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,94500000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3205,G101095,South Korea,Bukpyung power station Unit 2,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,Samsung Life Insurance,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,4500000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3206,G101095,South Korea,Bukpyung power station Unit 2,Bukpyung power station,Bukpyung power station,https://www.gem.wiki/Bukpyung_power_station,595,operating,Woori Bank,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2013.0,35000000.0,,"GS E&R, Korea East-West Power Co, Samtan","GS E&R (51%), KEPCO (34%), Samtan (15%)",,37.48055,129.1433,35.907757000000004,127.766922
3207,G101953,South Korea,Dangjin power station Unit 10,Dangjin power station,Dangjin power station,https://www.gem.wiki/Dangjin_power_station,1020,operating,IBK Affiliates,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,bond,closed,,13713298.0,,Korea East-West Power Co,KEPCO,,37.05513,126.5122,35.907757000000004,127.766922
3208,G101953,South Korea,Dangjin power station Unit 10,Dangjin power station,Dangjin power station,https://www.gem.wiki/Dangjin_power_station,1020,operating,Industrial Bank of Korea,Government-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,bond,closed,,49824982.0,,Korea East-West Power Co,KEPCO,,37.05513,126.5122,35.907757000000004,127.766922
3209,G101953,South Korea,Dangjin power station Unit 10,Dangjin power station,Dangjin power station,https://www.gem.wiki/Dangjin_power_station,1020,operating,Korea Post,Governmental policy institution,South Korea,KR,35.907757000000004,127.766922,bond,closed,,34739970.0,,Korea East-West Power Co,KEPCO,,37.05513,126.5122,35.907757000000004,127.766922
3210,G101953,South Korea,Dangjin power station Unit 10,Dangjin power station,Dangjin power station,https://www.gem.wiki/Dangjin_power_station,1020,operating,National Pension Service,Governmental policy institution,South Korea,KR,35.907757000000004,127.766922,bond,closed,,187422365.0,,Korea East-West Power Co,KEPCO,,37.05513,126.5122,35.907757000000004,127.766922
3211,G101953,South Korea,Dangjin power station Unit 10,Dangjin power station,Dangjin power station,https://www.gem.wiki/Dangjin_power_station,1020,operating,NH Investment Securities,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,bond,closed,,366168493.0,,Korea East-West Power Co,KEPCO,,37.05513,126.5122,35.907757000000004,127.766922
3212,G101953,South Korea,Dangjin power station Unit 10,Dangjin power station,Dangjin power station,https://www.gem.wiki/Dangjin_power_station,1020,operating,Nonghyup Bank,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,bond,closed,,22856703.0,,Korea East-West Power Co,KEPCO,,37.05513,126.5122,35.907757000000004,127.766922
3213,G101953,South Korea,Dangjin power station Unit 10,Dangjin power station,Dangjin power station,https://www.gem.wiki/Dangjin_power_station,1020,operating,NongHyup Life Insurance,Privately-owned commercial institution,South Korea,KR,35.907757000000004,127.766922,bond,closed,,41142066.0,,Korea East-West Power Co,KEPCO,,37.05513,126.5122,35.907757000000004,127.766922
