tid,country,unit,target,project_name,wiki,megawatts,status,financer,financer_type,source,source_iso,source_lat,source_lng,finance_type,era,close_year,dollars,epc,sponsor,parent,subnational,target_lat,target_lng,target_country_lat,target_country_lng
G100233,India,Angul Steel power station Unit 6,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Patiala,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100230,India,Angul Steel power station Unit 3,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Travancore,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100231,India,Angul Steel power station Unit 4,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Travancore,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100232,India,Angul Steel power station Unit 5,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Travancore,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100233,India,Angul Steel power station Unit 6,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Travancore,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100230,India,Angul Steel power station Unit 3,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,UCO Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100231,India,Angul Steel power station Unit 4,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,UCO Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100232,India,Angul Steel power station Unit 5,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,UCO Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100233,India,Angul Steel power station Unit 6,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,UCO Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100230,India,Angul Steel power station Unit 3,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,Jindal Steel & Power,Privately-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2011,52952500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100231,India,Angul Steel power station Unit 4,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,Jindal Steel & Power,Privately-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2011,52952500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100232,India,Angul Steel power station Unit 5,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,Jindal Steel & Power,Privately-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2011,52952500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100233,India,Angul Steel power station Unit 6,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,Jindal Steel & Power,Privately-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2011,52952500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100246,South Korea,Anin power station Unit 1,Anin power station,Anin power station,https://www.gem.wiki/Anin_power_station,1040,operating,Korean Federation of Community Credit Cooperatives,Privately-owned commercial institution,South Korea,KR,35.907757,127.766922,loan,closed,2018,14400000,,,KEPCO,,37.73316,128.9794,35.907757,127.766922
G100247,South Korea,Anin power station Unit 2,Anin power station,Anin power station,https://www.gem.wiki/Anin_power_station,1040,construction,Korean Federation of Community Credit Cooperatives,Privately-owned commercial institution,South Korea,KR,35.907757,127.766922,loan,closed,2018,14400000,,,KEPCO,,37.73316,128.9794,35.907757,127.766922
G100246,South Korea,Anin power station Unit 1,Anin power station,Anin power station,https://www.gem.wiki/Anin_power_station,1040,operating,DB Insurance,Privately-owned commercial institution,South Korea,KR,35.907757,127.766922,loan,closed,2018,40500000,,,KEPCO,,37.73316,128.9794,35.907757,127.766922
G100247,South Korea,Anin power station Unit 2,Anin power station,Anin power station,https://www.gem.wiki/Anin_power_station,1040,construction,DB Insurance,Privately-owned commercial institution,South Korea,KR,35.907757,127.766922,loan,closed,2018,40500000,,,KEPCO,,37.73316,128.9794,35.907757,127.766922
G100246,South Korea,Anin power station Unit 1,Anin power station,Anin power station,https://www.gem.wiki/Anin_power_station,1040,operating,National Agricultural Cooperative Federation,Privately-owned commercial institution,South Korea,KR,35.907757,127.766922,loan,closed,2018,45000000,,,KEPCO,,37.73316,128.9794,35.907757,127.766922
G100247,South Korea,Anin power station Unit 2,Anin power station,Anin power station,https://www.gem.wiki/Anin_power_station,1040,construction,National Agricultural Cooperative Federation,Privately-owned commercial institution,South Korea,KR,35.907757,127.766922,loan,closed,2018,45000000,,,KEPCO,,37.73316,128.9794,35.907757,127.766922
G100246,South Korea,Anin power station Unit 1,Anin power station,Anin power station,https://www.gem.wiki/Anin_power_station,1040,operating,Nonghyup Group,Privately-owned commercial institution,South Korea,KR,35.907757,127.766922,loan,closed,2018,45000000,,,KEPCO,,37.73316,128.9794,35.907757,127.766922
G100247,South Korea,Anin power station Unit 2,Anin power station,Anin power station,https://www.gem.wiki/Anin_power_station,1040,construction,Nonghyup Group,Privately-owned commercial institution,South Korea,KR,35.907757,127.766922,loan,closed,2018,45000000,,,KEPCO,,37.73316,128.9794,35.907757,127.766922
G100246,South Korea,Anin power station Unit 1,Anin power station,Anin power station,https://www.gem.wiki/Anin_power_station,1040,operating,KB Kookmin Bank,Privately-owned commercial institution,South Korea,KR,35.907757,127.766922,loan,closed,2018,47340000,,,KEPCO,,37.73316,128.9794,35.907757,127.766922
G100247,South Korea,Anin power station Unit 2,Anin power station,Anin power station,https://www.gem.wiki/Anin_power_station,1040,construction,KB Kookmin Bank,Privately-owned commercial institution,South Korea,KR,35.907757,127.766922,loan,closed,2018,47340000,,,KEPCO,,37.73316,128.9794,35.907757,127.766922
G100246,South Korea,Anin power station Unit 1,Anin power station,Anin power station,https://www.gem.wiki/Anin_power_station,1040,operating,KB Securities,Privately-owned commercial institution,South Korea,KR,35.907757,127.766922,loan,closed,2018,135000000,,,KEPCO,,37.73316,128.9794,35.907757,127.766922
G100247,South Korea,Anin power station Unit 2,Anin power station,Anin power station,https://www.gem.wiki/Anin_power_station,1040,construction,KB Securities,Privately-owned commercial institution,South Korea,KR,35.907757,127.766922,loan,closed,2018,135000000,,,KEPCO,,37.73316,128.9794,35.907757,127.766922
G100246,South Korea,Anin power station Unit 1,Anin power station,Anin power station,https://www.gem.wiki/Anin_power_station,1040,operating,Hyundai Marine & Fire Insurance,Privately-owned commercial institution,South Korea,KR,35.907757,127.766922,insurance,closed,2018,,,,KEPCO,,37.73316,128.9794,35.907757,127.766922
G100247,South Korea,Anin power station Unit 2,Anin power station,Anin power station,https://www.gem.wiki/Anin_power_station,1040,construction,Hyundai Marine & Fire Insurance,Privately-owned commercial institution,South Korea,KR,35.907757,127.766922,insurance,closed,2018,,,,KEPCO,,37.73316,128.9794,35.907757,127.766922
G100246,South Korea,Anin power station Unit 1,Anin power station,Anin power station,https://www.gem.wiki/Anin_power_station,1040,operating,KB Insurance,Privately-owned commercial institution,South Korea,KR,35.907757,127.766922,insurance,closed,2018,,,,KEPCO,,37.73316,128.9794,35.907757,127.766922
G100247,South Korea,Anin power station Unit 2,Anin power station,Anin power station,https://www.gem.wiki/Anin_power_station,1040,construction,KB Insurance,Privately-owned commercial institution,South Korea,KR,35.907757,127.766922,insurance,closed,2018,,,,KEPCO,,37.73316,128.9794,35.907757,127.766922
G113488,Bangladesh,Barisal power station Unit 1,Barisal power station,Barisal power station,https://www.gem.wiki/Barisal_power_station,350,operating,N/A,Unknown,N/A,#N/A,#N/A,#N/A,loan,closed,2021,,PowerChina,,"PowerChina (96%), ISO Tech Group (4%)",Barguna,21.96104,90.06271,23.684994,90.356331
G100280,India,Anuppur Thermal Power Project Phase 1 Unit 1,Anuppur Thermal Power Project,Anuppur Thermal Power Project,https://www.gem.wiki/Anuppur_Thermal_Power_Project,600,operating,Macquarie SBI Infrastructure Fund,Privately-owned commercial institution,Australia,AU,-25.274398,133.775136,loan,closed,2011,32500000,,,Hindustan Powerprojects,Annupur,23.07373,81.78429,20.593684,78.96288
G100281,India,Anuppur Thermal Power Project Phase 1 Unit 2,Anuppur Thermal Power Project,Anuppur Thermal Power Project,https://www.gem.wiki/Anuppur_Thermal_Power_Project,600,operating,Macquarie SBI Infrastructure Fund,Privately-owned commercial institution,Australia,AU,-25.274398,133.775136,loan,closed,2011,32500000,,,Hindustan Powerprojects,Annupur,23.07373,81.78429,20.593684,78.96288
G100280,India,Anuppur Thermal Power Project Phase 1 Unit 1,Anuppur Thermal Power Project,Anuppur Thermal Power Project,https://www.gem.wiki/Anuppur_Thermal_Power_Project,600,operating,State Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,32500000,,,Hindustan Powerprojects,Annupur,23.07373,81.78429,20.593684,78.96288
G100281,India,Anuppur Thermal Power Project Phase 1 Unit 2,Anuppur Thermal Power Project,Anuppur Thermal Power Project,https://www.gem.wiki/Anuppur_Thermal_Power_Project,600,operating,State Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,32500000,,,Hindustan Powerprojects,Annupur,23.07373,81.78429,20.593684,78.96288
G100280,India,Anuppur Thermal Power Project Phase 1 Unit 1,Anuppur Thermal Power Project,Anuppur Thermal Power Project,https://www.gem.wiki/Anuppur_Thermal_Power_Project,600,operating,Hindustan Powerprojects Pvt Ltd,Privately-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2011,106201092,,,Hindustan Powerprojects,Annupur,23.07373,81.78429,20.593684,78.96288
G100281,India,Anuppur Thermal Power Project Phase 1 Unit 2,Anuppur Thermal Power Project,Anuppur Thermal Power Project,https://www.gem.wiki/Anuppur_Thermal_Power_Project,600,operating,Hindustan Powerprojects Pvt Ltd,Privately-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2011,106201092,,,Hindustan Powerprojects,Annupur,23.07373,81.78429,20.593684,78.96288
G100515,Indonesia,Asam-Asam power station Unit B-1,Asam-Asam power station,Asam-Asam power station,https://www.gem.wiki/Asam-Asam_power_station,100,construction,MUFG's banking arm Bank of Tokyo-Mitsubishi,Privately-owned commercial institution,China,CN,35.86166,104.195397,loan,closed,2017,48500000,ITOCHU Corporation,,PT PLN Persero,Tanah Laut,-3.92653,115.1058,-0.789275,113.921327
G100516,Indonesia,Asam-Asam power station Unit B-2,Asam-Asam power station,Asam-Asam power station,https://www.gem.wiki/Asam-Asam_power_station,100,construction,MUFG's banking arm Bank of Tokyo-Mitsubishi,Privately-owned commercial institution,China,CN,35.86166,104.195397,loan,closed,2017,48500000,ITOCHU Corporation,,PT PLN Persero,Tanah Laut,-3.92653,115.1058,-0.789275,113.921327
G100515,Indonesia,Asam-Asam power station Unit B-1,Asam-Asam power station,Asam-Asam power station,https://www.gem.wiki/Asam-Asam_power_station,100,construction,Japan Bank for International Cooperation,Governmental policy institution,Japan,JP,36.204824,138.252924,loan,closed,2017,72000000,ITOCHU Corporation,,PT PLN Persero,Tanah Laut,-3.92653,115.1058,-0.789275,113.921327
G100516,Indonesia,Asam-Asam power station Unit B-2,Asam-Asam power station,Asam-Asam power station,https://www.gem.wiki/Asam-Asam_power_station,100,construction,Japan Bank for International Cooperation,Governmental policy institution,Japan,JP,36.204824,138.252924,loan,closed,2017,72000000,ITOCHU Corporation,,PT PLN Persero,Tanah Laut,-3.92653,115.1058,-0.789275,113.921327
G100786,India,Bhadreshwar power station (OPG) Unit 1,Bhadreshwar power station (OPG),Bhadreshwar power station (OPG),https://www.gem.wiki/Bhadreshwar_power_station_(OPG),150,operating,N/A,Unknown,N/A,#N/A,#N/A,#N/A,loan,closed,2015,100000000,,,OPG Power Ventures,Kutch,22.89618,69.89626,20.593684,78.96288
G100787,India,Bhadreshwar power station (OPG) Unit 2,Bhadreshwar power station (OPG),Bhadreshwar power station (OPG),https://www.gem.wiki/Bhadreshwar_power_station_(OPG),150,operating,N/A,Unknown,N/A,#N/A,#N/A,#N/A,loan,closed,2015,100000000,,,OPG Power Ventures,Kutch,22.89618,69.89626,20.593684,78.96288
G100401,Türkiye,Atlas Enerji İskenderun power station Unit 1,Atlas Enerji İskenderun power station,Atlas Enerji İskenderun power station,https://www.gem.wiki/Atlas_Enerji_%C4%B0skenderun_power_station,600,operating,Akbank,Privately-owned commercial institution,Türkiye,TR,38.963745,35.243322,loan,closed,N/A,N/A,,,Diler Holding,İskenderun,36.69028,36.20909,38.963745,35.243322
G114501,Türkiye,Atlas Enerji İskenderun power station Unit 2,Atlas Enerji İskenderun power station,Atlas Enerji İskenderun power station,https://www.gem.wiki/Atlas_Enerji_%C4%B0skenderun_power_station,600,operating,Akbank,Privately-owned commercial institution,Türkiye,TR,38.963745,35.243322,loan,closed,N/A,N/A,,,Diler Holding,İskenderun,36.69028,36.20909,38.963745,35.243322
G100401,Türkiye,Atlas Enerji İskenderun power station Unit 1,Atlas Enerji İskenderun power station,Atlas Enerji İskenderun power station,https://www.gem.wiki/Atlas_Enerji_%C4%B0skenderun_power_station,600,operating,Garanti Bank,Privately-owned commercial institution,Türkiye,TR,38.963745,35.243322,loan,closed,N/A,N/A,,,Diler Holding,İskenderun,36.69028,36.20909,38.963745,35.243322
